img,box,obj,cls,loss
oxiapalus_40_26v,0.053942114,0.03697135,0.0,0.09091346
arabia_50_21h,0.055586696,0.03530291,0.0,0.0908896
syrtismajor_18_15v,0.053587735,0.037221413,0.0,0.09080915
syrtismajor_48_4v,0.067510605,0.02329506,0.0,0.090805665
amenthes_51_41,0.063672535,0.027043026,0.0,0.09071556
margaritifersinus_48_30h,0.062916964,0.027744731,0.0,0.0906617
amenthes_51_41h,0.06143799,0.029174997,0.0,0.090612985
elysium_10_41,0.04850949,0.0420646,0.0,0.090574086
syrtismajor_17_1h,0.05146767,0.039020494,0.0,0.090488166
syrtismajor_11_12,0.050531026,0.039924003,0.0,0.090455025
lunaepalus_2_36vh,0.05816373,0.032291275,0.0,0.090455
arabia_62_20vh,0.040825702,0.049480498,0.0,0.0903062
syrtismajor_46_2v,0.071441926,0.018800836,0.0,0.09024276
arabia_16_21,0.06261392,0.027552027,0.0,0.09016594
amenthes_54_38h,0.044458117,0.04551304,0.0,0.089971155
syrtismajor_18_15,0.054062832,0.035892006,0.0,0.08995484
margaritifersinus_24_37h,0.06893567,0.02094185,0.0,0.089877516
coprates_23_18v,0.053260352,0.036294542,0.0,0.08955489
margaritifersinus_6_24v,0.069556996,0.01995184,0.0,0.08950884
margaritifersinus_24_37,0.06848539,0.020965552,0.0,0.08945094
tharsis_63_38vh,0.07241388,0.017001841,0.0,0.089415714
arabia_48_26v,0.06399824,0.02540736,0.0,0.089405596
oxiapalus_53_29,0.053113487,0.03624531,0.0,0.08935879
margaritifersinus_24_37v,0.06791561,0.021438865,0.0,0.08935448
oxiapalus_53_29vh,0.050276276,0.03886548,0.0,0.08914176
amazonis_47_37vh,0.05369364,0.035326052,0.0,0.08901969
tharsis_11_34,0.06568077,0.023317758,0.0,0.08899853
syrtismajor_19_3,0.06392206,0.025074847,0.0,0.08899691
syrtismajor_48_4vh,0.064504676,0.024445198,0.0,0.088949874
tharsis_63_38v,0.07194825,0.016925037,0.0,0.08887329
margaritifersinus_20_34v,0.050910115,0.037918404,0.0,0.08882852
sinussabaeus_60_4vh,0.04622108,0.0425748,0.0,0.088795885
elysium_38_38v,0.050971806,0.037762813,0.0,0.08873462
amazonis_23_40vh,0.048258193,0.040445898,0.0,0.088704094
elysium_56_27v,0.058773197,0.029877817,0.0,0.08865102
margaritifersinus_48_30vh,0.062202223,0.026290096,0.0,0.08849232
syrtismajor_31_0,0.05172483,0.036746603,0.0,0.08847143
elysium_10_41h,0.04653738,0.041851837,0.0,0.08838922
arabia_17_21,0.05179439,0.036581073,0.0,0.088375464
syrtismajor_17_1,0.05131061,0.036925506,0.0,0.088236116
margaritifersinus_48_30,0.06222133,0.02595107,0.0,0.0881724
syrtismajor_22_16,0.0508631,0.037269086,0.0,0.08813219
oxiapalus_57_3,0.064893834,0.023187397,0.0,0.08808123
sinussabaeus_52_13v,0.041326642,0.04669036,0.0,0.088017
syrtismajor_22_16h,0.051261764,0.036669582,0.0,0.08793135
elysium_19_35vh,0.051288813,0.03659146,0.0,0.08788027
oxiapalus_50_24vh,0.056165874,0.031586405,0.0,0.08775228
margaritifersinus_24_37vh,0.06719833,0.0205449,0.0,0.08774323
amenthes_51_41vh,0.064872436,0.022856012,0.0,0.08772845
elysium_19_35v,0.048844602,0.038713016,0.0,0.087557614
arabia_50_21v,0.053370893,0.034172937,0.0,0.08754383
memnonia_57_0vh,0.06262999,0.024819782,0.0,0.087449774
elysium_37_37h,0.07360686,0.013838232,0.0,0.087445095
margaritifersinus_18_37v,0.059480626,0.02787885,0.0,0.08735947
syrtismajor_22_16v,0.05003146,0.037286527,0.0,0.08731799
elysium_37_37,0.074617006,0.012590582,0.0,0.087207586
elysium_10_41v,0.045112927,0.042068496,0.0,0.08718142
margaritifersinus_18_37h,0.060941793,0.026202157,0.0,0.08714395
tharsis_11_34vh,0.066665016,0.020280829,0.0,0.08694585
iapygia_61_37,0.06285579,0.024055334,0.0,0.08691112
memnonia_55_5v,0.039595097,0.047254495,0.0,0.08684959
syrtismajor_26_11h,0.053242188,0.033327613,0.0,0.0865698
margaritifersinus_1_22h,0.058827024,0.027710216,0.0,0.08653724
amenthes_54_38vh,0.048937187,0.037575517,0.0,0.0865127
margaritifersinus_48_30v,0.06232447,0.02415753,0.0,0.086482
margaritifersinus_20_34,0.050282817,0.036078222,0.0,0.086361036
syrtismajor_17_13,0.068707384,0.017338226,0.0,0.08604561
syrtismajor_19_3vh,0.06512078,0.020889279,0.0,0.086010054
iapygia_61_37v,0.06260412,0.023339948,0.0,0.08594407
syrtismajor_12_4h,0.058176067,0.027675588,0.0,0.085851654
coprates_27_14h,0.06698906,0.018844247,0.0,0.0858333
oxiapalus_56_34vh,0.05722925,0.028602978,0.0,0.08583223
coprates_23_18vh,0.052874725,0.032661054,0.0,0.08553578
oxiapalus_56_34h,0.05674801,0.028745241,0.0,0.08549325
syrtismajor_19_3h,0.06287044,0.022570228,0.0,0.08544067
