img,box,obj,cls,loss
-18_-113_h,0.011210936,0.010071192,0.0,0.021282129
10_-116_h,0.01880368,0.0024723103,0.0,0.02127599
-8_-110_vh,0.01031939,0.010952112,0.0,0.021271503
16_-100_h,0.016848788,0.004420465,0.0,0.021269253
-11_-96_vh,0.010734671,0.010529624,0.0,0.021264296
19_-122,0.01216274,0.009100897,0.0,0.021263637
3_-95_vh,0.011340054,0.009923431,0.0,0.021263484
5_-101_vh,0.017185552,0.004077642,0.0,0.021263193
-17_-117_v,0.016798554,0.0044500735,0.0,0.021248627
22_-99_vh,0.016526226,0.0047212048,0.0,0.021247432
8_174_v,0.018498963,0.0027422386,0.0,0.021241201
12_-97,0.015457496,0.0057730926,0.0,0.02123059
-14_-106_v,0.014982517,0.0062427805,0.0,0.021225298
-11_-96,0.011566274,0.00965704,0.0,0.021223314
-5_-131_v,0.011306966,0.009916221,0.0,0.021223187
-18_-129_vh,0.018720655,0.002501245,0.0,0.0212219
-28_-99,0.010397834,0.010822363,0.0,0.021220196
26_-107_vh,0.016638342,0.0045781326,0.0,0.021216474
-7_-93_v,0.016234934,0.004973992,0.0,0.021208927
9_149_h,0.015779225,0.0054190666,0.0,0.021198291
4_-122_h,0.011511865,0.009685441,0.0,0.021197306
4_-125,0.01365571,0.007528745,0.0,0.021184456
12_-121_h,0.015794838,0.0053832186,0.0,0.021178056
27_-127_h,0.010530897,0.010644442,0.0,0.02117534
-21_-118_vh,0.015902517,0.005272126,0.0,0.021174643
-3_-98,0.010274778,0.010894601,0.0,0.02116938
27_-127_vh,0.0112570515,0.009899243,0.0,0.021156294
3_-121_v,0.016743941,0.004410361,0.0,0.021154303
26_-112_h,0.0126969805,0.008455699,0.0,0.021152679
-29_-101_vh,0.00941989,0.011731612,0.0,0.021151502
-1_-118_v,0.015658174,0.0054915384,0.0,0.021149712
3_-95_v,0.011367577,0.009775458,0.0,0.021143034
4_158_h,0.014898213,0.006237759,0.0,0.021135971
13_-99_h,0.01640687,0.0047253715,0.0,0.021132242
23_-118_vh,0.012576169,0.008543214,0.0,0.021119382
9_-117_h,0.018567557,0.002550175,0.0,0.021117732
-11_-133,0.01650164,0.0046160477,0.0,0.02111769
-25_-118_h,0.011840653,0.009271014,0.0,0.021111667
-25_-126_h,0.010845525,0.010266112,0.0,0.021111637
-20_-104,0.0133891795,0.0077162944,0.0,0.021105474
-20_-112_h,0.017656187,0.0034451198,0.0,0.021101307
-26_-105_vh,0.011398937,0.009695483,0.0,0.021094419
-18_-98_h,0.012053989,0.009029109,0.0,0.021083098
8_-93_h,0.014244842,0.006834204,0.0,0.021079047
26_-116_h,0.013239259,0.00782938,0.0,0.02106864
19_-122_v,0.011928516,0.00912906,0.0,0.021057576
-11_-131_h,0.015125184,0.005926299,0.0,0.021051483
-6_-102_h,0.012795991,0.00825262,0.0,0.021048611
3_-125,0.015728533,0.0053147515,0.0,0.021043286
1_177_vh,0.015567169,0.0054750266,0.0,0.021042194
15_-99_vh,0.016604597,0.004436952,0.0,0.02104155
24_-118_h,0.009554114,0.0114832185,0.0,0.021037333
24_-107,0.015038851,0.005985227,0.0,0.021024078
-2_-98_vh,0.0142030185,0.0068126293,0.0,0.021015648
19_-112_v,0.011700864,0.009308769,0.0,0.021009633
9_157,0.016007703,0.0050016814,0.0,0.021009384
-1_-105_h,0.016897282,0.004111627,0.0,0.021008909
-11_-96_v,0.010727266,0.0102799395,0.0,0.021007206
28_-104,0.013125652,0.007874992,0.0,0.021000644
-1_-119_h,0.01749573,0.0034886873,0.0,0.020984419
17_-93_vh,0.016311347,0.004670091,0.0,0.020981438
-26_-105_v,0.010269253,0.010701077,0.0,0.02097033
17_-93_h,0.016606415,0.0043620877,0.0,0.020968502
-5_-131_h,0.010662823,0.010303775,0.0,0.020966597
8_174_h,0.018376095,0.002584518,0.0,0.020960614
8_169_vh,0.019392088,0.0015682051,0.0,0.020960294
26_-116,0.013147125,0.0078071076,0.0,0.020954233
6_176_vh,0.01614295,0.004803233,0.0,0.020946182
-28_-108_vh,0.014870179,0.0060664546,0.0,0.020936634
-3_-129_vh,0.016099554,0.00482123,0.0,0.020920783
-20_-96_vh,0.010398929,0.010514039,0.0,0.020912968
-18_-125_v,0.016099544,0.004810773,0.0,0.020910317
12_-134_v,0.014597358,0.006303433,0.0,0.020900792
-21_-118_h,0.015702737,0.005196038,0.0,0.020898776
-22_-109_v,0.01256707,0.00833026,0.0,0.02089733
13_-110_vh,0.019017337,0.0018713176,0.0,0.020888655
28_-107_h,0.010314055,0.010574303,0.0,0.020888358
16_-120_vh,0.011148854,0.009738381,0.0,0.020887235
28_-112_v,0.013509044,0.0073564136,0.0,0.020865459
25_-110_vh,0.013030067,0.0078101936,0.0,0.020840261
5_-119_vh,0.015919385,0.0049174773,0.0,0.020836864
-27_-101_vh,0.010677221,0.010159554,0.0,0.020836774
22_-119_vh,0.01252636,0.008309198,0.0,0.020835558
-16_-104_h,0.011341804,0.0094901305,0.0,0.020831935
-1_-131,0.017862553,0.002965573,0.0,0.020828126
-19_-108_vh,0.011740371,0.009083109,0.0,0.020823479
19_-112_h,0.0115750395,0.009244136,0.0,0.020819176
3_150_h,0.012945557,0.007869671,0.0,0.020815227
-20_-129_h,0.010322255,0.010489865,0.0,0.02081212
8_-112_v,0.014783231,0.0060282694,0.0,0.0208115
-14_-111,0.0075306334,0.013279919,0.0,0.020810552
-15_-118,0.014782059,0.0060138004,0.0,0.02079586
5_-109,0.017011253,0.0037814658,0.0,0.020792719
-25_-116_vh,0.012054999,0.008732146,0.0,0.020787146
-6_-122_vh,0.018585239,0.0022000307,0.0,0.020785268
12_-134_vh,0.016150987,0.004633913,0.0,0.0207849
22_-104_h,0.013491081,0.007292764,0.0,0.020783845
-1_-134_vh,0.014990913,0.005792872,0.0,0.020783786
-21_-111,0.01219818,0.008583632,0.0,0.020781811
-14_-106_vh,0.0144464625,0.006333663,0.0,0.020780126
21_168_h,0.015218029,0.0055596908,0.0,0.02077772
26_-108_v,0.01158367,0.009192767,0.0,0.020776436
22_-128_v,0.01937207,0.0014020631,0.0,0.020774134
-4_-103_vh,0.013066749,0.007705354,0.0,0.020772103
-11_-109_h,0.013116454,0.007650634,0.0,0.020767087
-1_161_v,0.016251737,0.0045143054,0.0,0.020766042
4_-122_vh,0.011146367,0.0096195135,0.0,0.02076588
26_-117_v,0.011926496,0.008835804,0.0,0.0207623
10_-117_h,0.01584178,0.0049091983,0.0,0.020750979
6_160_v,0.016618598,0.0041261963,0.0,0.020744795
14_-121,0.010788143,0.009947851,0.0,0.020735994
-11_-130_vh,0.013531983,0.007197434,0.0,0.020729417
-7_-111_vh,0.011373737,0.009347316,0.0,0.020721052
-24_-113_v,0.010920756,0.009797853,0.0,0.020718608
15_-119_vh,0.013532126,0.007185497,0.0,0.020717623
-19_-110_h,0.012684508,0.0080296835,0.0,0.020714192
23_-104_v,0.016077489,0.004620292,0.0,0.02069778
-13_-127_v,0.013435892,0.007260751,0.0,0.020696644
-6_-99_vh,0.014803397,0.005892256,0.0,0.020695653
0_-100_vh,0.012571216,0.0081226565,0.0,0.020693872
4_-125_h,0.013890684,0.006803043,0.0,0.020693727
-8_-92_v,0.012871771,0.007816633,0.0,0.020688403
13_-123_vh,0.011161103,0.009522611,0.0,0.020683713
-23_-126,0.010909331,0.009773349,0.0,0.020682681
9_157_h,0.016354565,0.004327959,0.0,0.020682523
15_-119,0.0142197255,0.006462038,0.0,0.020681763
9_178,0.018752342,0.0019277248,0.0,0.020680066
-3_-105,0.014797591,0.0058806953,0.0,0.020678286
-2_167_v,0.018007223,0.0026636857,0.0,0.020670908
26_-117_vh,0.01171565,0.008931371,0.0,0.020647021
25_-106_vh,0.017466325,0.0031720696,0.0,0.020638395
-10_-111_h,0.01099354,0.009643697,0.0,0.020637237
-20_-107_h,0.010983827,0.009650351,0.0,0.020634178
-11_-133_h,0.016118487,0.004509724,0.0,0.020628212
-11_-109,0.011132426,0.009492952,0.0,0.020625379
2_-114,0.009612012,0.011010019,0.0,0.02062203
5_-119,0.015948785,0.004665153,0.0,0.020613939
15_-119_v,0.012950646,0.0076619154,0.0,0.02061256
10_-117_v,0.016294857,0.0043146117,0.0,0.020609468
17_-92_h,0.014632801,0.005970316,0.0,0.020603117
-19_-114_h,0.012592668,0.007998043,0.0,0.020590711
20_-122_vh,0.017343268,0.0032427646,0.0,0.020586032
14_-121_h,0.0111671975,0.009407194,0.0,0.02057439
-28_-124_h,0.012485544,0.008084303,0.0,0.020569846
-13_-105,0.012800941,0.007766601,0.0,0.020567542
-18_-125,0.016726715,0.0038406064,0.0,0.020567322
-4_-106_vh,0.011338317,0.009223441,0.0,0.020561758
-25_-106_h,0.010020489,0.010539678,0.0,0.020560168
17_-106_v,0.017926743,0.0026330764,0.0,0.02055982
7_-94_h,0.013007137,0.007550779,0.0,0.020557916
3_177_vh,0.01726808,0.0032743993,0.0,0.02054248
8_174_vh,0.017886657,0.002648199,0.0,0.020534856
-13_-101_v,0.012342273,0.008190499,0.0,0.020532772
-13_-116,0.011756533,0.008775503,0.0,0.020532036
27_-108_vh,0.013845769,0.0066688005,0.0,0.02051457
-5_-98_h,0.011285455,0.00921885,0.0,0.020504305
-23_-123_v,0.018076567,0.0024251912,0.0,0.020501759
-26_-109_v,0.0094462475,0.011038003,0.0,0.02048425
30_-107_h,0.0145869,0.00589441,0.0,0.02048131
21_-121_h,0.01001254,0.010464372,0.0,0.020476911
-13_-110_v,0.014075394,0.006394195,0.0,0.02046959
-28_-107,0.00886,0.0116053745,0.0,0.020465374
17_-92,0.014626409,0.005838732,0.0,0.020465141
-16_-128_vh,0.014004103,0.0064601805,0.0,0.020464282
10_-114_h,0.018418426,0.0020335757,0.0,0.020452002
-10_-119,0.017837781,0.002611694,0.0,0.020449474
-9_-94_h,0.0117306905,0.008714957,0.0,0.020445649
24_-106,0.013566601,0.0068784114,0.0,0.020445012
-27_-106_v,0.014290472,0.006153497,0.0,0.020443968
5_-91_h,0.014274011,0.0061697257,0.0,0.020443738
-13_-127,0.01376271,0.0066782543,0.0,0.020440964
-23_-126_vh,0.010412239,0.010009987,0.0,0.020422226
16_-117_h,0.016004192,0.0044164006,0.0,0.020420592
13_-123,0.01054602,0.009867471,0.0,0.020413492
26_-92_h,0.010780595,0.00962324,0.0,0.020403836
-4_-107_v,0.012466805,0.00793674,0.0,0.020403545
